Benchmark,Input Size,Threads,cycles,instructions,ins_per_cycle,cache_references,cache_misses,cache_misses_percent,branches_instructions,branch_misses,bus_cycles,ref_cycles,alignment_faults,bpf_output,cpu_clock,cpu_migrations,dummy,emulation_faults,major_faults,minor_faults,page_faults,LLC_loads,LLC_load_misses,LLC_misses_percent,LLC_stores,LLC_store_misses,LLC_store_misses_percent,time,user_time,sys_time
x264,simmedium,15,568803825,691419165,1.22,14578488,359274,2.464,163796377,3575561,30376276,702531406,0,0,541.23,6,0,0,0,69112,69113,3476512,77860,0.022396010714187092,2103377,18779,0.008928023839758636,0.188,0.002,0.000
x264,simmedium,16,545048204,661259642,1.21,12892986,238858,1.853,159123007,3761121,34217382,794684415,0,0,540.90,3,0,0,0,69380,69381,3809782,133016,0.03491433368103477,1979466,14931,0.007542943399886636,0.189,0.002,0.000
x264,simlarge,1,714180581,846852990,1.19,16115239,908457,5.637,191615360,3940669,37867045,860409096,0,0,594.86,9,0,0,0,69051,69052,4193332,287094,0.06846440968661675,2295843,41529,0.018088780461033266,0.188,0.002,0.000
x264,simlarge,2,666472820,796933761,1.20,15112561,537233,3.555,184328751,3756341,35308220,860756320,0,0,605.44,12,0,0,0,69987,69988,4241257,474650,0.11191257686105793,2736187,46061,0.016834010248568537,0.191,0.002,0.001
x264,simlarge,3,614307654,759734289,1.24,14772479,794169,5.376,170765534,3685333,35956199,858681574,0,0,600.59,10,0,0,0,69346,69347,4051868,346111,0.08542010746648213,2734498,38024,0.013905294500123972,0.189,0.001,0.002
x264,simlarge,4,668515303,833281937,1.25,15470222,1062629,6.869,199514187,4404284,41096560,907160587,0,0,607.00,16,0,0,0,70008,70009,4443908,276810,0.06228976837504287,2286897,43089,0.01884168810401168,0.188,0.002,0.000
x264,simlarge,5,621272790,747708511,1.20,14471844,576481,3.983,166217770,3615377,35792556,875403599,0,0,594.02,8,0,0,0,68679,68680,4267335,457675,0.10725077829605596,2731219,33008,0.012085446095681086,0.190,0.002,0.000
x264,simlarge,6,576758998,722466487,1.25,14577554,481097,3.300,187693414,4197171,37656761,880848200,0,0,596.76,11,0,0,0,69451,69452,4302596,495946,0.11526669015636141,2577156,34943,0.013558744600637291,0.188,0.002,0.000
x264,simlarge,7,653733547,791922877,1.21,14805433,734849,4.963,182862469,4044671,34894122,789908071,0,0,600.21,13,0,0,0,69031,69032,4117910,348077,0.0845275880240219,2573761,70308,0.02731722176223822,0.189,0.002,0.000
x264,simlarge,8,665040047,786830184,1.18,14786767,609181,4.120,163042929,3469930,36657527,898353412,0,0,599.05,7,0,0,0,69391,69392,4399053,417795,0.09497385005363654,2921769,45688,0.01563710204331691,0.189,0.002,0.000
x264,simlarge,9,634429621,779398250,1.23,15131549,587736,3.884,170271310,3832167,34987662,826564377,0,0,598.18,12,0,0,0,69085,69086,4036250,468447,0.11605995664292351,2792126,45788,0.016398973398764956,0.189,0.001,0.002
x264,simlarge,10,704478103,824555132,1.17,15358266,579308,3.772,180239216,3753109,35178306,856820689,0,0,598.24,9,0,0,0,69436,69437,4198925,438929,0.10453366040117411,2693852,55600,0.02063958970277506,0.195,0.003,0.000
x264,simlarge,11,600961223,751821048,1.25,14272467,569335,3.989,176582347,3955736,38708439,893956735,0,0,596.29,2,0,0,0,68698,68699,4234347,452394,0.10683914190310809,2731040,33593,0.012300442322338742,0.188,0.002,0.000
x264,simlarge,12,641394769,735576579,1.15,14007351,568327,4.057,169021700,3650441,37734699,912719802,0,0,597.86,4,0,0,0,69420,69421,4613508,469043,0.10166732126616015,2831334,40981,0.014474095956181786,0.187,0.001,0.002
x264,simlarge,13,717648048,827561341,1.15,15745918,1007206,6.397,194557984,4021196,39908990,901470403,0,0,604.58,5,0,0,0,69720,69721,4284697,292880,0.06835489183949296,2271886,36919,0.01625037523889843,0.200,0.002,0.000
x264,simlarge,14,650424835,797607294,1.23,14983566,913263,6.095,183427937,3825505,39108989,888895773,0,0,600.82,13,0,0,0,69450,69451,4251821,267815,0.06298830548134553,2482301,43311,0.017447924325051635,0.187,0.002,0.001
x264,simlarge,15,632938702,794642776,1.26,15822689,526923,3.330,186357385,4105713,36514450,855259305,0,0,602.15,14,0,0,0,70117,70118,4224426,502357,0.11891722094315299,2637163,32125,0.012181651266910691,0.187,0.001,0.002
x264,simlarge,16,751673375,881616825,1.17,16387806,1011567,6.173,182605146,3635759,35041111,809339171,0,0,599.01,8,0,0,0,70070,70071,3972854,257654,0.06485362915425535,2462165,52191,0.0211971984005946,0.187,0.001,0.002
splash2x.barnes,simsmall,1,1404733893,2280965525,1.62,20142281,421693,2.094,353683562,7035942,71638642,1610565727,0,0,942.08,8,0,0,0,71327,71327,4955439,161607,0.032612045068055526,2919285,41164,0.01410071301705726,0.415,0.402,0.014
splash2x.barnes,simsmall,2,1344537650,2179974035,1.62,18677693,304503,1.630,336957699,7441871,74063272,1668269696,0,0,943.49,5,0,0,0,71960,71960,5729161,48853,0.008527077524963952,2951162,27118,0.009188922871736624,0.215,0.415,0.002
splash2x.barnes,simsmall,3,1196367437,2042462902,1.71,15448753,109520,0.709,301975055,5961312,68288341,1564243742,0,0,942.81,11,0,0,0,70799,70799,5598035,104165,0.018607422068636584,4249235,27011,0.006356673613015049,0.149,0.411,0.008
splash2x.barnes,simsmall,4,1319868471,2166906744,1.64,20433836,270396,1.323,346018207,7004991,73031376,1600503191,0,0,940.66,10,0,0,0,70082,70082,5222302,40355,0.007727435142586545,2754153,20603,0.007480702778676421,0.116,0.413,0.008
splash2x.barnes,simsmall,5,1219139125,2104614356,1.73,16919257,106231,0.628,335511291,6924490,74398698,1694243929,0,0,946.48,10,0,0,0,70517,70517,6305264,67539,0.010711526115322055,2866935,21660,0.007555106760355572,0.097,0.421,0.005
splash2x.barnes,simsmall,6,1453127262,2377364951,1.64,19841702,175777,0.886,347461454,7034196,72158392,1359933587,0,0,943.68,10,0,0,0,71097,71097,5170853,46376,0.008968733011748739,2421833,31665,0.01307480738762747,0.082,0.407,0.014
splash2x.barnes,simsmall,7,1440323675,2382693229,1.65,19193509,175229,0.913,331833773,6240144,58926237,1420594696,0,0,944.12,6,0,0,0,70733,70733,5460935,52849,0.009677646776605105,2545663,12989,0.0051024035781641166,0.072,0.417,0.007
splash2x.barnes,simsmall,8,1184599799,1958011773,1.65,21025559,237870,1.131,343696237,6930105,72470667,1608206083,0,0,951.10,4,0,0,0,70693,70693,5075410,43052,0.008482467426276893,2701851,20014,0.00740751432999081,0.066,0.422,0.010
splash2x.barnes,simsmall,9,1028802425,1759436126,1.71,16910823,230608,1.364,330869909,6942505,74705843,1684245914,0,0,953.14,11,0,0,4,71078,71082,5347743,64262,0.012016658242552046,2971561,28683,0.009652502506258495,0.059,0.423,0.003
splash2x.barnes,simsmall,10,1514669289,2212415065,1.46,22435884,264481,1.179,340642197,6573222,58133020,1228988923,0,0,957.14,9,0,0,0,71382,71382,4174392,32938,0.007890490399559984,2727332,19432,0.0071249118185831425,0.056,0.431,0.006
splash2x.barnes,simsmall,11,1430022211,2441717561,1.71,21120783,245678,1.163,353723089,7464397,71746404,993467772,0,0,949.65,7,0,0,0,71081,71081,3571711,25519,0.007144754992775172,2084125,20663,0.00991447250044983,0.050,0.412,0.014
splash2x.barnes,simsmall,12,929355477,1740504211,1.87,13950882,105623,0.757,315880855,6622468,74227538,1710933385,0,0,951.83,9,0,0,0,70728,70728,6364352,77629,0.012197471164385628,3147036,8055,0.002559551273007363,0.048,0.426,0.006
splash2x.barnes,simsmall,13,1507958513,2060864923,1.37,24509553,384118,1.567,301735041,5814034,68597825,1629139325,0,0,1043.32,22,0,0,0,71375,71375,4963490,38253,0.007706875605672622,2440342,16172,0.006626939994476184,0.068,0.487,0.032
splash2x.barnes,simsmall,14,1109489733,1683014777,1.52,15402312,97165,0.631,313358001,6438198,72967855,1687986823,0,0,1030.92,12,0,0,1,70689,70690,5995989,107295,0.017894462448146586,3824516,20262,0.0052979252799569936,0.062,0.505,0.006
splash2x.barnes,simsmall,15,1174045991,1653259945,1.41,16276168,122905,0.755,315876092,6544014,68671757,1680397499,0,0,1063.20,20,0,0,2,70777,70779,5054981,53706,0.010624372277561479,3801483,32254,0.00848458351648554,0.060,0.522,0.028
splash2x.barnes,simsmall,16,1367945556,1622312973,1.19,22369090,372099,1.663,289985568,6079445,76328418,1509186589,0,0,1086.66,16,0,0,2,70417,70419,4288204,90055,0.021000633365390264,3628013,78080,0.021521422332279404,0.059,0.555,0.018
splash2x.barnes,simmedium,1,2378312387,4258943801,1.79,24317859,333781,1.373,547877250,10441521,120132104,2695856339,0,0,1410.63,8,0,0,0,73143,73143,7184044,57427,0.007993687121069971,3104974,24349,0.007841933620056078,0.884,0.868,0.016
splash2x.barnes,simmedium,2,2601439981,4259414028,1.64,28400723,533717,1.879,533311719,10101611,117938722,2582177201,0,0,1442.02,11,0,0,0,71444,71444,6662121,93870,0.014090107339689567,3369348,69858,0.02073338818074001,0.477,0.906,0.008
splash2x.barnes,simmedium,3,2468945136,4146554484,1.68,27950277,364945,1.306,546331572,10159744,119373810,2683721873,0,0,1430.87,11,0,0,0,71989,71989,6831657,66642,0.009754880843695753,3465803,83438,0.024074651675239474,0.316,0.891,0.008
splash2x.barnes,simmedium,4,2521669335,4306487459,1.71,28445105,251984,0.886,551050161,10220431,112926366,2498435420,0,0,1425.64,9,0,0,0,71731,71731,6761056,92841,0.013731730664558909,3593659,36831,0.010248885606564229,0.239,0.893,0.007
splash2x.barnes,simmedium,5,2384204743,3872593229,1.62,30240879,187512,0.620,527312830,9689909,113122692,2555869163,0,0,1427.89,17,0,0,0,71402,71402,5472409,78181,0.014286395625765546,4788805,49742,0.010387142512589258,0.202,0.897,0.009
splash2x.barnes,simmedium,6,2178069982,3835834931,1.76,25726608,300293,1.167,535610968,10495800,120438552,2675411939,0,0,1429.59,18,0,0,0,71678,71678,7182376,77363,0.010771226680418848,3088050,27023,0.008750829811693464,0.169,0.896,0.007
splash2x.barnes,simmedium,7,2487887237,4286423993,1.72,29634216,340544,1.149,565417205,10445075,113395871,2306467132,0,0,1423.13,10,0,0,0,71657,71657,5924491,33404,0.005638290276751201,3296645,26964,0.008179224635955646,0.148,0.893,0.010
splash2x.barnes,simmedium,8,2479522944,4335054845,1.75,26458501,370037,1.399,557457396,10363067,121446527,2341976641,0,0,1444.25,14,0,0,0,71319,71319,6697298,138293,0.020649073701065713,4014304,31078,0.007741815268599488,0.136,0.914,0.010
splash2x.barnes,simmedium,9,2043011268,3781089802,1.85,22705880,339085,1.493,544654753,10832998,122749321,2735498322,0,0,1431.06,13,0,0,0,72331,72331,7577335,45593,0.0060170231354427384,3154417,20295,0.006433835475778884,0.119,0.893,0.012
splash2x.barnes,simmedium,10,2200137497,3895781216,1.77,26542250,521980,1.967,554351506,10141488,120642084,2654283358,0,0,1442.31,18,0,0,6,72025,72031,7602014,78433,0.010317397468618185,2825753,85000,0.030080477663829784,0.112,0.895,0.029
splash2x.barnes,simmedium,11,1809015297,3136611184,1.73,21823120,132407,0.607,465966408,8827983,113488563,2666255689,0,0,1431.53,15,0,0,1,72252,72253,7289320,98117,0.013460377648395186,4712959,55745,0.011828025662858514,0.101,0.866,0.042
splash2x.barnes,simmedium,12,2282358474,3888206396,1.70,24140258,116570,0.483,546716408,9921207,126511894,2783091303,0,0,1506.48,16,0,0,0,71921,71921,7442008,94875,0.012748575384493003,4926427,35777,0.007262261269678816,0.127,0.976,0.012
splash2x.barnes,simmedium,13,2400582777,3707694350,1.54,23462894,115598,0.493,538074449,10076197,138606046,3096956583,0,0,1622.56,16,0,0,0,71943,71943,7816415,96997,0.012409397402773522,5391345,33858,0.006280065549505736,0.133,1.078,0.022
splash2x.barnes,simmedium,14,2830036988,4588987634,1.62,23943445,157228,0.657,544651236,10489953,123420934,2606787350,0,0,1603.82,20,0,0,0,71307,71307,7121163,60156,0.00844749656762526,3418867,21820,0.006382231306453278,0.125,1.075,0.010
splash2x.barnes,simmedium,15,2137775994,3285104064,1.54,21987524,197771,0.899,484049913,9417940,136456184,3147618463,0,0,1679.30,16,0,0,0,72025,72025,7476978,53002,0.007088692784705265,5216302,27053,0.0051862411340447695,0.116,1.141,0.018
splash2x.barnes,simmedium,16,2142366563,3223161433,1.50,19477047,579597,2.976,515923507,10720376,144276959,3325442521,0,0,1709.23,22,0,0,0,71685,71685,8695653,238351,0.02741036239601557,3203978,71929,0.022449904462515036,0.119,1.179,0.016
splash2x.barnes,simlarge,1,19002495442,35589401658,1.87,99282333,18295607,18.428,3692755606,56857748,873564740,19183466132,0,0,8956.44,17,0,0,0,96980,96980,24925719,4306173,0.17276023211206065,6727103,949374,0.1411267227512348,8.441,8.373,0.062
splash2x.barnes,simlarge,2,19184128240,35687318654,1.86,94400475,20359308,21.567,3682105450,56777030,878239063,19263407617,0,0,9043.02,18,0,0,0,101954,101954,29247821,5462369,0.1867615710585756,6734387,1086057,0.16127035764353906,4.366,8.438,0.078
splash2x.barnes,simlarge,3,19042834178,35691937251,1.87,90218351,19885640,22.042,3694312436,57101016,871757453,19263776757,0,0,8998.13,20,0,0,0,90462,90462,29018049,9588310,0.330425729172902,6565779,1076881,0.16401420151363608,2.930,8.430,0.043
splash2x.barnes,simlarge,4,19062563244,35381294082,1.86,94724931,21355639,22.545,3676406429,57044054,879994425,19420529648,0,0,9064.48,20,0,0,0,88571,88571,30350969,9198885,0.3030837335045217,8923658,1424723,0.15965683579536552,2.250,8.508,0.039
splash2x.barnes,simlarge,5,19172298713,35280104593,1.84,100614381,18437799,18.325,3694465255,57088183,880740260,19441138703,0,0,9082.86,25,0,0,0,87926,87926,27962243,7288633,0.26065981187560666,8924435,1441813,0.1615579025450911,1.846,8.527,0.038
splash2x.barnes,simlarge,6,19057848744,35474470957,1.86,95875665,19085949,19.907,3679422947,54646308,874348842,19234607816,0,0,9061.65,13,0,0,0,86899,86899,29505918,6623468,0.22447930615139647,9061404,1841870,0.20326541008435337,1.579,8.499,0.041
splash2x.barnes,simlarge,7,18804573046,35116579367,1.87,96818268,18188083,18.786,3672336875,57726440,875502623,19196894157,0,0,8999.33,25,0,0,0,87198,87198,25536090,5808838,0.2274756237152986,6215807,1070565,0.17223266423812708,1.330,8.427,0.048
splash2x.barnes,simlarge,8,18990749816,34957522465,1.84,98696384,17044459,17.270,3669604031,55532401,871533352,19208939780,0,0,9045.63,24,0,0,3,86208,86211,28145259,6069433,0.21564672757141798,9858926,1385151,0.14049714948666822,1.188,8.463,0.068
splash2x.barnes,simlarge,9,19138197105,35507736872,1.86,94542303,19816121,20.960,3649838370,58220529,879320632,19327945860,0,0,9110.24,37,0,0,0,85003,85003,27944715,6756225,0.24177111843867435,6038136,1342695,0.22236912186144864,1.076,8.536,0.046
splash2x.barnes,simlarge,10,18957666351,35074513764,1.85,97335369,16939007,17.403,3705812819,55130292,871144855,19224652111,0,0,9057.87,27,0,0,0,84169,84169,29118879,6111755,0.20988977632002936,9413241,1652400,0.17553996545929293,0.968,8.480,0.060
splash2x.barnes,simlarge,11,18639243837,35056206766,1.88,89521008,15352345,17.149,3679142127,58278341,871310035,19210357465,0,0,9012.78,18,0,0,5,84808,84813,31175805,6877865,0.22061547408318727,7415283,1644827,0.22181580932244932,0.887,8.461,0.028
splash2x.barnes,simlarge,12,18830634452,35808060433,1.90,90624977,15687323,17.310,3628595975,57726638,874487124,19150917135,0,0,9037.50,20,0,0,0,84392,84392,31921446,6385417,0.2000353304797032,6968862,662032,0.09499858082998343,0.818,8.490,0.031
splash2x.barnes,simlarge,13,19967800058,35299394348,1.77,90262637,14782449,16.377,3711448959,56808818,938602498,20704983147,0,0,9647.24,37,0,0,4,84020,84024,32501290,7415443,0.22815842078883639,8702358,1100219,0.1264276877600301,1.001,9.073,0.058
splash2x.barnes,simlarge,14,22329144040,36038314015,1.61,95632903,15552474,16.263,3741798809,57172629,1018664065,22424640324,0,0,10574.38,56,0,0,2,84622,84624,35665710,6121322,0.1716304540131123,6433678,501576,0.07796100457623151,1.078,10.007,0.050
splash2x.barnes,simlarge,15,23046218124,35761956293,1.55,105278163,17791444,16.899,3697676356,60154320,1057935317,23180454624,0,0,10915.29,34,0,0,0,84214,84214,31790124,5501428,0.17305462539246466,6745172,541361,0.08025903564801609,1.021,10.331,0.073
splash2x.barnes,simlarge,16,24235559936,35241865679,1.45,108280010,17246057,15.927,3707337774,61944152,1124870644,24625904673,0,0,11557.43,59,0,0,8,84877,84885,33292898,5193531,0.15599516149059778,7272164,955434,0.13138235056305111,0.982,10.950,0.108
splash2x.cholesky,simsmall,1,901362367,1316883796,1.46,19415983,434625,2.238,221348668,4697851,44952001,1088543828,0,0,693.37,5,0,0,0,78956,78956,4713270,202866,0.04304145529536818,2695494,49331,0.018301283549508923,0.159,0.122,0.037
splash2x.cholesky,simsmall,2,874489019,1471160529,1.68,17729537,656622,3.704,229875246,5071702,50565958,1070871375,0,0,717.03,10,0,0,0,79788,79788,4613711,255278,0.05533029702120484,2467770,59371,0.024058562994120198,0.130,0.146,0.033
splash2x.cholesky,simsmall,3,847384366,1553015777,1.83,19219094,646784,3.365,305521096,4547742,53195627,1198331132,0,0,738.04,17,0,0,0,79071,79071,4905912,180420,0.036776036749130436,2740561,47493,0.017329663525095775,0.116,0.162,0.031
splash2x.cholesky,simsmall,4,962772418,1689139643,1.75,21523890,660613,3.069,299048095,5654232,40690143,873461540,0,0,725.72,7,0,0,0,80161,80161,3464230,81737,0.023594565025994232,2401957,53023,0.02207491641190912,0.107,0.168,0.024
splash2x.cholesky,simsmall,5,781244433,1247297189,1.60,18627465,534740,2.871,249626538,4456891,51698091,1192614822,0,0,742.96,7,0,0,1,80882,80883,4881077,264450,0.05417861672741487,4091143,44161,0.010794293917372235,0.104,0.171,0.032
splash2x.cholesky,simsmall,6,828793171,1738846810,2.10,17643344,835630,4.736,320375010,4694069,52888749,1214585641,0,0,756.39,11,0,0,2,81336,81338,5345070,125976,0.023568634274200338,3092150,54451,0.017609430331646265,0.102,0.162,0.050
splash2x.cholesky,simsmall,7,1121503660,1739631376,1.55,20799385,811693,3.902,227146357,4334771,42283789,1029638866,0,0,769.60,4,0,0,4,81039,81043,4094976,171184,0.04180341960490123,3008769,75368,0.025049447132697793,0.101,0.191,0.042
splash2x.cholesky,simsmall,8,976773721,2262566420,2.32,18117391,762361,4.208,333334552,5491015,55742007,931192316,0,0,758.80,5,0,0,3,81054,81057,3863625,166587,0.043116762108123846,2683896,36527,0.013609692774980848,0.098,0.205,0.019
splash2x.cholesky,simsmall,9,746520708,960687579,1.29,15824833,524684,3.316,205905869,4377199,45304459,1128318428,0,0,773.03,10,0,0,4,82259,82263,4156304,258469,0.062187222108873653,4071271,66915,0.016435899256030857,0.098,0.197,0.039
splash2x.cholesky,simsmall,10,750543458,1157113749,1.54,18594221,978147,5.260,324091664,4251436,55909835,1288222716,0,0,780.61,13,0,0,5,80846,80851,5475402,440537,0.08045747143314774,4161950,53507,0.012856233256045844,0.097,0.194,0.048
splash2x.cholesky,simsmall,11,1010159731,2546231889,2.52,20419939,992536,4.861,499127436,5465858,58130394,1087939883,0,0,805.61,2,0,0,6,81756,81762,4576456,121661,0.02658410787736187,2942137,63085,0.02144189750511278,0.098,0.239,0.033
splash2x.cholesky,simsmall,12,1134064098,2070086022,1.83,21050335,816816,3.880,309540075,4470919,40380098,924906831,0,0,787.27,13,0,0,7,83016,83023,3730231,230216,0.06171628513086723,1530955,70941,0.046337743434653536,0.096,0.209,0.042
splash2x.cholesky,simsmall,13,746651702,1191752308,1.60,18547563,1151575,6.209,486257403,4370926,60866030,1386669308,0,0,834.50,4,0,0,8,81788,81796,5547696,334256,0.060251318745655855,4638115,40301,0.008689090287756987,0.100,0.284,0.021
